run,drag_coarse,drag_true,drag_pred,lift_coarse,lift_true,lift_pred,body_height_mm,body_width_mm,frontal_area_m2,Cd_true_file,Cl_true_file,Cd_coarse_file,Cl_coarse_file,Cd_pred_calc,Cd_true_calc,Cl_pred_calc,Cl_true_calc,Cd_pred_error_%,Cl_pred_error_%,Cd_coarse_error_%,Cl_coarse_error_%,Cd_fine_consistency_%
1,0.012532,0.013345,0.011855,-0.005954,-0.005284,-0.000778,253.38677354709415,369.3386773547094,0.09358553580106102,0.2854115695,-0.1131136459,0.2669482789,-0.1273544823,0.25335111667684856,0.2851936442051914,-0.01662650095104076,-0.11292343319447219,-11.233059990986613,-85.30106529698486,-6.469005665168039,12.589848277536586,0.07635475155769032
10,0.011677,0.010558,0.009362,0.009211,0.008197,0.007283,288.0360721442886,302.8056112224449,0.08721893887976355,0.2425522077,0.1909898418,0.2494105949,0.1985569126,0.21467814491313794,0.24210338111438906,0.16700501275393972,0.1879637634963674,-11.491984777701141,-12.55817001575226,2.8275921563586786,3.962027890427831,0.18504329021241647
11,0.016981,0.01836,0.017427,-0.007957,-0.006651,-0.003255,302.23446893787576,428.25651302605206,0.1294338797836153,0.2836490518,-0.1025618276,0.3623867809,-0.170576443,0.26928034652339977,0.2836969737860573,-0.05029595041795296,-0.10277061942543937,-5.065663073935305,-50.96036059915828,27.75885503594692,66.31572095737498,0.01689481623618729
12,0.019037,0.021419,0.018262,0.007781,0.022281,0.024585,299.3687374749499,344.8897795591182,0.10324921787462701,0.4152757189,0.4316263331,0.4070544104,0.1659970857,0.35374602105315894,0.41489902666398043,0.4762263677358401,0.4315964897100774,-14.816589327645623,10.333019840452389,-1.9797228987471074,-61.54148322976822,0.0907089480255064
13,0.02225,0.020044,0.017421,0.018448,0.023413,0.024636,304.188376753507,346.4929859719439,0.10539913895928128,0.381634345,0.4438552952,0.4764558124,0.3957800689,0.3305719604925849,0.3803446631142513,0.46748009980456473,0.4442730791006768,-13.379923787366433,5.3226366475856635,24.846156705314357,-10.831283713386235,0.33793653601818346
14,0.018939,0.019751,0.017579,0.017793,0.026128,0.026223,272.6653306613226,337.6753507014028,0.09207236115517609,0.4291969022,0.5677721384,0.4038450826,0.3798412995,0.38185183434956915,0.42903211674374764,0.5696171939330309,0.5675535996294181,-11.03108331112061,0.3249640847524436,-5.906803956424267,-33.09969373093845,0.0383939062485549
15,0.016368,0.016589,0.014692,-0.007645,-0.00542,-0.004016,264.9799599198397,437.875751503006,0.11602829908313621,0.2862238727,-0.0929725364,0.3494888252,-0.162745316,0.25324856291262077,0.2859474823140121,-0.06922449146862816,-0.09342548400397527,-11.520810432867583,-25.543075246650833,22.103310916455232,75.0466560359431,0.09656440721754934
16,0.014161,0.015494,0.014004,-0.004569,-0.001691,0.001749,278.1362725450901,377.3547094188377,0.10495603230509111,0.2956487711,-0.0321619253,0.3032553244,-0.0978972696,0.266854599825049,0.2952474414231155,0.03332824158054917,-0.03222301687404726,-9.739317084870166,-203.62638825154283,2.5728344047224896,204.38871021194743,0.1357454236631186
17,0.016346,0.016582,0.014537,-0.010157,-0.009807,-0.005021,267.71543086172346,439.4789579158317,0.11765529857309812,0.2820260398,-0.1663233277,0.3485847776,-0.2173117986,0.24711169282305293,0.2818742581269769,-0.08535102219608921,-0.16670732417387907,-12.379830955221989,-48.683673314883286,23.600210054078836,30.65623542114832,0.053818318737778904
18,0.022543,0.021798,0.019669,0.020158,0.028101,0.028347,255.34068136272543,417.4348697394789,0.10658810406383909,0.4101060185,0.5273967257,0.4819843805,0.4313336922,0.3690655758023352,0.4090137486064011,0.5318980058604299,0.5272821061376493,-10.007276373990798,0.8534903500691081,17.526775701293438,-18.214567671518626,0.2663384208780872
19,0.016565,0.016954,0.015145,-0.008034,-0.006844,-0.003392,265.1102204408818,459.5190380761523,0.1218231934811507,0.2782625355,-0.1119761417,0.3532437698,-0.1716564477,0.24863902459334783,0.2783378027702621,-0.05568726123609349,-0.11235955657424052,-10.645885495660693,-50.26863723766481,26.94621975080795,53.29734092811664,0.027049013309260406
2,0.017949,0.017114,0.015024,0.008714,0.008695,0.00912,304.3186372745491,431.4629258517034,0.1313022096296802,0.2605208374,0.128657391,0.3832635151,0.1878385309,0.22884611069947905,0.26068106619481396,0.13891616943418855,0.1324425540822664,-12.158231570508892,7.973718691519667,47.1143417643567,45.999020685877255,0.06150325494615384
20,0.01219,0.01203,0.010471,0.002502,0.011357,0.011441,269.7995991983968,318.436873747495,0.08591414090706462,0.2836266735,0.2722245545,0.2608837788,0.05389759289,0.24375498350909963,0.2800470300462677,0.2663356667297879,0.26438022612098605,-14.057806869458755,-2.163246361456373,-8.018602206678548,-80.20105387297089,1.2620968999702686
