run,drag_coarse,drag_true,drag_pred,lift_coarse,lift_true,lift_pred,body_height_mm,body_width_mm,frontal_area_m2,Cd_true_file,Cl_true_file,Cd_coarse_file,Cl_coarse_file,Cd_pred_calc,Cd_true_calc,Cl_pred_calc,Cl_true_calc,Cd_pred_error_%,Cl_pred_error_%,Cd_coarse_error_%,Cl_coarse_error_%,Cd_fine_consistency_%
1,0.012532,0.013345,0.01234,-0.005954,-0.005284,-0.001156,253.38677354709415,369.3386773547094,0.09358553580106102,0.2854115695,-0.1131136459,0.2669482789,-0.1273544823,0.2637159662414434,0.2851936442051914,-0.024704672364271357,-0.11292343319447219,-7.601514996944309,-78.15942350040424,-6.469005665168039,12.589848277536586,0.07635475155769032
10,0.011677,0.010558,0.009719,0.009211,0.008197,0.00711,288.0360721442886,302.8056112224449,0.08721893887976355,0.2425522077,0.1909898418,0.2494105949,0.1985569126,0.2228644403344144,0.24210338111438906,0.16303798444054804,0.1879637634963674,-8.116919467472481,-14.635258658794262,2.8275921563586786,3.962027890427831,0.18504329021241647
11,0.016981,0.01836,0.017991,-0.007957,-0.006651,-0.002635,302.23446893787576,428.25651302605206,0.1294338797836153,0.2836490518,-0.1025618276,0.3623867809,-0.170576443,0.27799522088153356,0.2836969737860573,-0.04071576938596192,-0.10277061942543937,-1.9932486580117101,-60.3012442945567,27.75885503594692,66.31572095737498,0.01689481623618729
12,0.019037,0.021419,0.018636,0.007781,0.022281,0.022901,299.3687374749499,344.8897795591182,0.10324921787462701,0.4152757189,0.4316263331,0.4070544104,0.1659970857,0.36099062798963255,0.41489902666398043,0.4436062659149268,0.4315964897100774,-13.072059944694114,2.7755333482286138,-1.9797228987471074,-61.54148322976822,0.0907089480255064
13,0.02225,0.020044,0.018009,0.018448,0.023413,0.024527,304.188376753507,346.4929859719439,0.10539913895928128,0.381634345,0.4438552952,0.4764558124,0.3957800689,0.3417295468980519,0.3803446631142513,0.46541177171239484,0.4442730791006768,-10.456291113408065,4.85664511508904,24.846156705314357,-10.831283713386235,0.33793653601818346
14,0.018939,0.019751,0.017547,0.017793,0.026128,0.024744,272.6653306613226,337.6753507014028,0.09207236115517609,0.4291969022,0.5677721384,0.4038450826,0.3798412995,0.38115672889993113,0.42903211674374764,0.5374902889325751,0.5675535996294181,-11.193038219479693,-5.333451118746345,-5.906803956424267,-33.09969373093845,0.0383939062485549
15,0.016368,0.016589,0.015209,-0.007645,-0.00542,-0.004548,264.9799599198397,437.875751503006,0.11602829908313621,0.2862238727,-0.0929725364,0.3494888252,-0.162745316,0.26216018195875646,0.2859474823140121,-0.07839466812732095,-0.09342548400397527,-8.407296887658783,-15.679757525340627,22.103310916455232,75.0466560359431,0.09656440721754934
16,0.014161,0.015494,0.01459,-0.004569,-0.001691,0.001704,278.1362725450901,377.3547094188377,0.10495603230509111,0.2956487711,-0.0321619253,0.3032553244,-0.0978972696,0.2780211804803959,0.2952474414231155,0.03247073965309079,-0.03222301687404726,-5.9623419214692825,-200.96018615244648,2.5728344047224896,204.38871021194743,0.1357454236631186
17,0.016346,0.016582,0.014981,-0.010157,-0.009807,-0.005823,267.71543086172346,439.4789579158317,0.11765529857309812,0.2820260398,-0.1663233277,0.3485847776,-0.2173117986,0.25465916421422274,0.2818742581269769,-0.09898406736662567,-0.16670732417387907,-9.703669776444972,-40.48696070754141,23.600210054078836,30.65623542114832,0.053818318737778904
18,0.022543,0.021798,0.020035,0.020158,0.028101,0.02666,255.34068136272543,417.4348697394789,0.10658810406383909,0.4101060185,0.5273967257,0.4819843805,0.4313336922,0.37593313392647243,0.4090137486064011,0.5002434415013604,0.5272821061376493,-8.332695213427495,-5.148550014716105,17.526775701293438,-18.214567671518626,0.2663384208780872
